t,u,v,raw
17.04,0.0,0.145,4
17.04,0.0,0.147,6
17.041,0.0,0.147,6
17.042,0.0,0.144,2
17.049,0.0,0.145,4
17.05,0.0,0.144,3
17.053,0.0,0.147,6
17.054,0.0,0.144,2
17.055,0.0,0.144,2
17.056,0.0,0.144,3
17.057,0.0,0.143,1
17.06,0.0,0.144,3
17.061,0.0,0.144,3
17.061,0.0,0.144,3
17.061,0.0,0.143,1
17.062,0.0,0.144,3
17.065,0.0,0.146,5
17.065,0.0,0.146,5
17.075,0.0,0.142,0
17.076,0.0,0.145,4
17.079,0.0,0.143,1
17.079,0.0,0.144,2
17.079,0.0,0.145,4
17.08,0.0,0.143,1
17.081,0.0,0.143,1
17.084,0.0,0.143,1
17.087,0.0,0.148,7
17.088,0.0,0.143,1
17.089,0.0,0.144,2
17.09,0.0,0.144,3
17.091,0.0,0.143,1
17.104,0.0,0.142,0
17.108,0.0,0.15,10
17.109,0.0,0.142,0
17.11,0.0,0.142,0
17.111,0.0,0.143,1
17.114,0.0,0.142,0
17.117,0.0,0.142,0
17.117,0.0,0.144,3
17.119,0.0,0.143,1
17.119,0.0,0.143,1
17.126,0.0,0.142,0
17.129,0.0,0.143,1
17.129,0.0,0.144,3
17.129,0.0,0.144,2
17.13,0.0,0.143,1
17.137,0.0,0.145,4
17.138,0.0,0.142,0
17.14,0.0,0.144,2
17.14,0.0,0.142,0
17.141,0.0,0.142,0
17.142,0.0,0.142,0
17.143,0.0,0.142,0
17.145,0.0,0.142,0
17.145,0.0,0.142,0
17.146,0.0,0.142,0
17.147,0.0,0.142,0
17.157,0.0,0.142,0
17.158,0.0,0.142,0
17.159,0.0,0.142,0
17.165,0.0,0.142,0
17.166,0.0,0.142,0
17.167,0.0,0.142,0
17.168,0.0,0.142,0
17.169,0.0,0.142,0
17.175,0.0,0.142,0
17.176,0.0,0.142,0
17.177,0.0,0.142,0
17.178,0.0,0.142,0
17.179,0.0,0.142,0
17.18,0.0,0.142,0
17.182,0.0,0.142,0
17.183,0.0,0.142,0
17.189,0.0,0.142,0
17.19,0.0,0.142,0
17.191,0.0,0.142,0
17.192,0.0,0.142,0
17.193,0.0,0.142,0
17.194,0.0,0.142,0
17.195,0.0,0.142,0
17.196,0.0,0.142,0
17.197,0.0,0.142,0
17.198,0.0,0.142,0
17.201,0.0,0.142,0
17.206,0.0,0.142,0
17.207,0.0,0.142,0
17.213,0.0,0.142,0
17.214,0.0,0.142,0
17.22,0.0,0.142,0
17.221,0.0,0.142,0
17.222,0.0,0.142,0
17.223,0.0,0.142,0
17.224,0.0,0.142,0
17.225,0.0,0.142,0
17.229,0.0,0.142,0
17.23,0.0,0.142,0
17.231,0.0,0.142,0
17.238,0.0,0.142,0
17.239,0.0,0.142,0
17.242,0.0,0.142,0
17.243,0.0,0.142,0
17.245,0.0,0.142,0
17.25,0.0,0.142,0
17.251,0.0,0.142,0
17.255,0.0,0.142,0
17.256,0.0,0.142,0
17.259,0.0,0.142,0
17.259,0.0,0.142,0
17.259,0.0,0.142,0
17.266,0.0,0.142,0
17.267,0.0,0.142,0
17.27,0.0,0.142,0
17.276,0.0,0.142,0
17.277,0.0,0.142,0
17.28,0.0,0.142,0
17.28,0.0,0.142,0
17.28,0.0,0.142,0
17.281,0.0,0.142,0
17.283,0.0,0.142,0
17.283,0.0,0.142,0
17.284,0.0,0.142,0
17.287,0.0,0.142,0
17.287,0.0,0.142,0
17.288,0.0,0.142,0
17.294,0.0,0.142,0
17.295,0.0,0.142,0
17.297,0.0,0.142,0
17.297,0.0,0.142,0
17.298,0.0,0.142,0
17.299,0.0,0.142,0
17.3,0.0,0.142,0
17.31,0.0,0.142,0
17.311,0.0,0.142,0
17.312,0.0,0.142,0
17.313,0.0,0.142,0
17.314,0.0,0.142,0
17.315,0.0,0.142,0
17.316,0.0,0.142,0
17.317,0.0,0.142,0
17.318,0.0,0.142,0
17.319,0.0,0.142,0
17.32,0.0,0.142,0
17.331,0.0,0.142,0
17.332,0.0,0.142,0
17.333,0.0,0.142,0
17.334,0.0,0.142,0
17.335,0.0,0.142,0
17.336,0.0,0.142,0
17.337,0.0,0.142,0
17.339,0.0,0.142,0
17.339,0.0,0.142,0
17.34,0.0,0.142,0
17.341,0.0,0.142,0
17.342,0.0,0.142,0
17.352,0.0,0.142,0
17.353,0.0,0.142,0
17.354,0.0,0.142,0
17.355,0.0,0.142,0
17.356,0.0,0.142,0
17.357,0.0,0.142,0
17.358,0.0,0.142,0
17.359,0.0,0.142,0
17.36,0.0,0.142,0
17.361,0.0,0.142,0
17.362,0.0,0.142,0
17.372,0.0,0.142,0
17.376,0.0,0.142,0
17.38,0.0,0.142,0
17.381,0.0,0.142,0
17.387,0.0,0.142,0
17.388,0.0,0.142,0
17.389,0.0,0.142,0
17.39,0.0,0.142,0
17.395,0.0,0.142,0
17.396,0.0,0.142,0
17.397,0.0,0.142,0
17.398,0.0,0.142,0
17.399,0.0,0.142,0
17.4,0.0,0.142,0
17.401,0.0,0.142,0
17.402,0.0,0.142,0
17.403,0.0,0.142,0
17.41,0.0,0.142,0
17.411,0.0,0.142,0
17.412,0.0,0.142,0
17.415,0.0,0.142,0
17.415,0.0,0.142,0
17.416,0.0,0.142,0
17.416,0.0,0.142,0
17.417,0.0,0.142,0
17.418,0.0,0.142,0
17.424,0.0,0.142,0
17.43,0.0,0.142,0
17.431,0.0,0.142,0
17.434,0.0,0.142,0
17.434,0.0,0.142,0
17.435,0.0,0.142,0
17.435,0.0,0.142,0
17.436,0.0,0.142,0
17.439,0.0,0.142,0
17.44,0.0,0.142,0
17.441,0.0,0.142,0
17.442,0.0,0.142,0
17.443,0.0,0.142,0
17.444,0.0,0.142,0
17.451,0.0,0.142,0
17.452,0.0,0.142,0
17.453,0.0,0.142,0
17.458,0.0,0.142,0
17.459,0.0,0.142,0
17.466,0.0,0.142,0
17.467,0.0,0.142,0
17.468,0.0,0.142,0
17.47,0.0,0.142,0
17.471,0.0,0.142,0
17.477,0.0,0.142,0
17.478,0.0,0.142,0
17.48,0.0,0.142,0
17.481,0.0,0.142,0
17.481,0.0,0.142,0
17.482,0.0,0.142,0
17.483,0.0,0.142,0
17.484,0.0,0.142,0
17.486,0.0,0.142,0
17.487,0.0,0.142,0
17.488,0.0,0.142,0
17.5,0.0,0.142,0
17.501,0.0,0.142,0
17.502,0.0,0.142,0
17.503,0.0,0.142,0
17.506,0.0,0.142,0
17.506,0.0,0.142,0
17.506,0.0,0.142,0
17.507,0.0,0.142,0
17.508,0.0,0.142,0
17.509,0.0,0.142,0
17.51,0.0,0.142,0
17.52,0.0,0.142,0
17.528,0.0,0.142,0
17.529,0.0,0.142,0
17.537,0.0,0.142,0
17.54,0.0,0.142,0
17.547,0.0,0.142,0
17.548,0.0,0.142,0
17.555,0.0,0.142,0
17.556,0.0,0.142,0
17.557,0.0,0.142,0
17.558,0.0,0.142,0
17.559,0.0,0.142,0
17.562,0.0,0.142,0
17.563,0.0,0.142,0
17.569,0.0,0.142,0
17.571,0.0,0.142,0
17.571,0.0,0.142,0
17.572,0.0,0.142,0
17.583,0.0,0.142,0
17.585,0.0,0.142,0
17.585,0.0,0.142,0
17.586,0.0,0.142,0
17.587,0.0,0.142,0
17.593,0.0,0.142,0
17.594,0.0,0.142,0
17.597,0.0,0.142,0
17.6,0.0,0.142,0
17.6,0.0,0.142,0
17.6,0.0,0.142,0
17.601,0.0,0.142,0
17.602,0.0,0.142,0
17.603,0.0,0.142,0
17.61,0.0,0.142,0
17.612,0.0,0.142,0
17.612,0.0,0.142,0
17.613,0.0,0.142,0
17.614,0.0,0.142,0
17.615,0.0,0.142,0
17.621,0.0,0.142,0
17.636,0.0,0.142,0
17.637,0.0,0.142,0
17.638,0.0,0.142,0
17.639,0.0,0.142,0
17.64,0.0,0.142,0
17.641,0.0,0.142,0
17.642,0.0,0.142,0
17.645,0.0,0.142,0
17.652,0.0,0.142,0
17.653,0.0,0.142,0
17.654,0.0,0.142,0
17.66,0.0,0.142,0
17.675,0.0,0.142,0
17.68,0.0,0.142,0
17.681,0.0,0.142,0
17.687,0.0,0.142,0
17.688,0.0,0.142,0
17.691,0.0,0.142,0
17.697,0.0,0.142,0
17.698,0.0,0.142,0
17.699,0.0,0.142,0
17.706,0.0,0.142,0
17.708,0.0,0.142,0
17.708,0.0,0.142,0
17.709,0.0,0.142,0
17.71,0.0,0.142,0
17.723,0.0,0.142,0
17.727,0.0,0.142,0
17.728,0.0,0.142,0
17.729,0.0,0.142,0
17.733,0.0,0.142,0
17.734,0.0,0.142,0
17.736,0.0,0.142,0
17.736,0.0,0.142,0
17.737,0.0,0.142,0
17.74,0.0,0.142,0
17.74,0.0,0.142,0
17.74,0.0,0.142,0
17.743,0.0,0.142,0
17.744,0.0,0.142,0
17.751,0.0,0.142,0
17.753,0.0,0.142,0
17.768,0.0,0.142,0
17.769,0.0,0.142,0
17.77,0.0,0.142,0
17.771,0.0,0.142,0
17.772,0.0,0.142,0
17.775,0.0,0.142,0
17.776,0.0,0.142,0
17.777,0.0,0.142,0
17.778,0.0,0.142,0
17.785,0.0,0.142,0
17.791,0.0,0.142,0
17.792,0.0,0.142,0
17.793,0.0,0.142,0
17.796,0.0,0.142,0
17.797,0.0,0.142,0
17.798,0.0,0.142,0
17.799,0.0,0.142,0
17.806,0.0,0.142,0
17.807,0.0,0.142,0
17.808,0.0,0.142,0
17.809,0.0,0.142,0
17.81,0.0,0.142,0
17.814,0.0,0.142,0
17.817,0.0,0.142,0
17.817,0.0,0.142,0
17.819,0.0,0.142,0
17.823,0.0,0.142,0
17.824,0.0,0.142,0
17.825,0.0,0.142,0
17.826,0.0,0.142,0
17.827,0.0,0.142,0
17.828,0.0,0.142,0
17.834,0.0,0.142,0
17.835,0.0,0.142,0
17.842,0.0,0.142,0
17.844,0.0,0.142,0
17.844,0.0,0.142,0
17.845,0.0,0.142,0
17.853,0.0,0.142,0
17.854,0.0,0.142,0
17.856,0.0,0.142,0
17.856,0.0,0.142,0
17.857,0.0,0.142,0
17.858,0.0,0.142,0
17.859,0.0,0.142,0
17.862,0.0,0.142,0
17.867,0.0,0.142,0
17.868,0.0,0.142,0
17.874,0.0,0.142,0
17.875,0.0,0.142,0
17.876,0.0,0.142,0
17.887,0.0,0.142,0
17.891,0.0,0.142,0
17.892,0.0,0.142,0
17.893,0.0,0.142,0
17.894,0.0,0.142,0
17.9,0.0,0.142,0
17.901,0.0,0.142,0
17.902,0.0,0.142,0
17.903,0.0,0.142,0
17.906,0.0,0.142,0
17.907,0.0,0.142,0
17.91,0.0,0.142,0
17.925,0.0,0.142,0
17.929,0.0,0.142,0
17.93,0.0,0.142,0
17.931,0.0,0.142,0
17.932,0.0,0.142,0
17.933,0.0,0.142,0
17.939,0.0,0.142,0
17.94,0.0,0.142,0
17.941,0.0,0.142,0
17.945,0.0,0.142,0
17.946,0.0,0.142,0
17.952,0.0,0.142,0
17.954,0.0,0.142,0
17.962,0.0,0.142,0
17.967,0.0,0.142,0
17.968,0.0,0.142,0
17.972,0.0,0.142,0
17.979,0.0,0.142,0
17.98,0.0,0.142,0
17.993,0.0,0.142,0
17.994,0.0,0.142,0
17.995,0.0,0.142,0
18.01,0.0,0.142,0
18.012,0.0,0.142,0
18.012,0.0,0.142,0
18.013,0.0,0.142,0
18.014,0.0,0.142,0
18.015,0.0,0.142,0
18.016,0.0,0.142,0
18.017,0.0,0.142,0
18.019,0.0,0.142,0
18.026,0.0,0.142,0
18.027,0.0,0.142,0
18.033,0.0,0.142,0
18.034,0.0,0.142,0
18.035,0.0,0.142,0
18.036,0.0,0.142,0
18.04,0.0,0.142,0
18.041,0.0,0.142,0
18.042,0.0,0.142,0
18.048,0.0,0.142,0
18.049,0.0,0.142,0
18.052,0.0,0.142,0
18.059,0.0,0.142,0
18.06,0.0,0.142,0
18.07,0.0,0.142,0
18.071,0.0,0.142,0
18.072,0.0,0.142,0
18.073,0.0,0.142,0
18.074,0.0,0.142,0
18.075,0.0,0.142,0
18.081,0.0,0.142,0
18.082,0.0,0.142,0
18.086,0.0,0.142,0
18.087,0.0,0.142,0
18.102,0.0,0.142,0
18.103,0.0,0.142,0
18.104,0.0,0.142,0
18.105,0.0,0.142,0
18.106,0.0,0.142,0
18.107,0.0,0.142,0
18.11,0.0,0.142,0
18.11,0.0,0.142,0
18.11,0.0,0.142,0
18.111,0.0,0.142,0
18.112,0.0,0.142,0
18.122,0.0,0.142,0
18.128,0.0,0.142,0
18.135,0.0,0.142,0
18.139,0.0,0.142,0
18.14,0.0,0.142,0
18.141,0.0,0.142,0
18.142,0.0,0.142,0
18.143,0.0,0.142,0
18.149,0.0,0.142,0
18.152,0.0,0.142,0
18.16,0.0,0.142,0
18.166,0.0,0.142,0
18.167,0.0,0.142,0
18.174,0.0,0.142,0
18.175,0.0,0.142,0
18.176,0.0,0.142,0
18.177,0.0,0.142,0
18.181,0.0,0.142,0
18.184,0.0,0.142,0
18.185,0.0,0.142,0
18.191,0.0,0.142,0
18.195,0.0,0.142,0
18.196,0.0,0.142,0
18.202,0.0,0.142,0
18.203,0.0,0.142,0
18.204,0.0,0.142,0
18.208,0.0,0.142,0
18.212,0.0,0.142,0
18.215,0.0,0.142,0
18.219,0.0,0.142,0
18.22,0.0,0.142,0
18.221,0.0,0.142,0
18.222,0.0,0.142,0
18.233,0.0,0.142,0
18.234,0.0,0.142,0
18.235,0.0,0.142,0
18.236,0.0,0.142,0
18.237,0.0,0.142,0
18.244,0.0,0.142,0
18.252,0.0,0.142,0
18.253,0.0,0.142,0
18.259,0.0,0.142,0
18.26,0.0,0.142,0
18.267,0.0,0.142,0
18.269,0.0,0.142,0
18.273,0.0,0.142,0
18.274,0.0,0.142,0
18.287,0.0,0.142,0
18.288,0.0,0.142,0
18.289,0.0,0.142,0
18.29,0.0,0.142,0
18.291,0.0,0.142,0
18.292,0.0,0.142,0
18.293,0.0,0.142,0
18.294,0.0,0.142,0
18.295,0.0,0.142,0
18.301,0.0,0.142,0
18.302,0.0,0.142,0
18.303,0.0,0.142,0
18.305,0.0,0.142,0
18.306,0.0,0.142,0
18.307,0.0,0.142,0
18.307,0.0,0.142,0
18.308,0.0,0.142,0
18.318,0.0,0.142,0
18.319,0.0,0.142,0
18.32,0.0,0.142,0
18.321,0.0,0.142,0
18.322,0.0,0.142,0
18.323,0.0,0.142,0
18.33,0.0,0.142,0
18.331,0.0,0.142,0
18.332,0.0,0.142,0
18.339,0.0,0.142,0
18.34,0.0,0.142,0
18.341,0.0,0.142,0
18.344,0.0,0.142,0
18.351,0.0,0.142,0
18.352,0.0,0.142,0
18.355,0.0,0.142,0
18.362,0.0,0.142,0
18.364,0.0,0.142,0
18.364,0.0,0.142,0
18.365,0.0,0.142,0
18.366,0.0,0.142,0
18.372,0.0,0.142,0
18.373,0.0,0.142,0
18.374,0.0,0.142,0
18.375,0.0,0.142,0
18.376,0.0,0.142,0
18.377,0.0,0.142,0
18.38,0.0,0.142,0
18.381,0.0,0.142,0
18.388,0.0,0.142,0
18.389,0.0,0.142,0
18.39,0.0,0.142,0
18.405,0.0,0.142,0
18.407,0.0,0.142,0
18.407,0.0,0.142,0
18.408,0.0,0.142,0
18.414,0.0,0.142,0
18.422,0.0,0.142,0
18.423,0.0,0.142,0
18.424,0.0,0.142,0
18.428,0.0,0.142,0
18.438,0.0,0.142,0
18.439,0.0,0.142,0
18.44,0.0,0.142,0
18.441,0.0,0.142,0
18.442,0.0,0.142,0
18.443,0.0,0.142,0
18.444,0.0,0.142,0
18.45,0.0,0.142,0
18.454,0.0,0.142,0
18.455,0.0,0.142,0
18.456,0.0,0.142,0
18.457,0.0,0.142,0
18.458,0.0,0.142,0
18.459,0.0,0.142,0
18.46,0.0,0.142,0
18.466,0.0,0.142,0
18.467,0.0,0.142,0
18.473,0.0,0.142,0
18.474,0.0,0.142,0
18.475,0.0,0.142,0
18.479,0.0,0.142,0
18.483,0.0,0.142,0
18.484,0.0,0.142,0
18.485,0.0,0.142,0
18.486,0.0,0.142,0
18.488,0.0,0.142,0
18.488,0.0,0.142,0
18.489,0.0,0.142,0
18.49,0.0,0.142,0
18.491,0.0,0.142,0
18.492,0.0,0.142,0
18.495,0.0,0.142,0
18.502,0.0,0.142,0
18.503,0.0,0.142,0
18.504,0.0,0.142,0
18.507,0.0,0.142,0
18.508,0.0,0.142,0
18.511,0.0,0.142,0
18.512,0.0,0.142,0
18.512,0.0,0.142,0
18.512,0.0,0.142,0
18.513,0.0,0.142,0
18.514,0.0,0.142,0
18.521,0.0,0.142,0
18.526,0.0,0.142,0
18.527,0.0,0.142,0
18.53,0.0,0.142,0
18.531,0.0,0.142,0
18.532,0.0,0.142,0
18.533,0.0,0.142,0
18.539,0.0,0.142,0
18.54,0.0,0.142,0
18.543,0.0,0.142,0
18.544,0.0,0.142,0
18.545,0.0,0.142,0
18.546,0.0,0.142,0
18.547,0.0,0.142,0
18.548,0.0,0.142,0
18.549,0.0,0.142,0
18.551,0.0,0.142,0
18.552,0.0,0.142,0
18.552,0.0,0.142,0
18.554,0.0,0.142,0
18.564,0.0,0.142,0
18.565,0.0,0.142,0
18.566,0.0,0.142,0
18.567,0.0,0.142,0
18.572,0.0,0.142,0
18.576,0.0,0.142,0
18.577,0.0,0.142,0
18.578,0.0,0.142,0
18.582,0.0,0.142,0
18.588,0.0,0.142,0
18.589,0.0,0.142,0
18.596,0.0,0.142,0
18.597,0.0,0.142,0
18.598,0.0,0.142,0
18.599,0.0,0.142,0
18.6,0.0,0.142,0
18.606,0.0,0.142,0
18.607,0.0,0.142,0
18.608,0.0,0.142,0
18.611,0.0,0.142,0
18.611,0.0,0.142,0
18.611,0.0,0.142,0
18.612,0.0,0.142,0
18.614,0.0,0.142,0
18.615,0.0,0.142,0
18.615,0.0,0.142,0
18.618,0.0,0.142,0
18.625,0.0,0.142,0
18.626,0.0,0.142,0
18.632,0.0,0.142,0
18.633,0.0,0.142,0
18.636,0.0,0.142,0
18.636,0.0,0.142,0
18.636,0.0,0.142,0
18.637,0.0,0.142,0
18.638,0.0,0.142,0
18.639,0.0,0.142,0
18.643,0.0,0.142,0
18.644,0.0,0.142,0
18.646,0.0,0.142,0
18.646,0.0,0.142,0
18.647,0.0,0.142,0
18.65,0.0,0.142,0
18.653,0.0,0.142,0
18.653,0.0,0.142,0
18.653,0.0,0.142,0
18.654,0.0,0.142,0
18.666,0.0,0.142,0
18.667,0.0,0.142,0
18.67,0.0,0.142,0
18.67,0.0,0.142,0
18.67,0.0,0.142,0
18.671,0.0,0.142,0
18.672,0.0,0.142,0
18.673,0.0,0.142,0
18.676,0.0,0.142,0
18.677,0.0,0.142,0
18.678,0.0,0.142,0
18.68,0.0,0.142,0
18.68,0.0,0.142,0
18.685,0.0,0.142,0
18.686,0.0,0.142,0
18.687,0.0,0.142,0
18.688,0.0,0.142,0
18.691,0.0,0.142,0
18.692,0.0,0.142,0
18.693,0.0,0.142,0
18.694,0.0,0.142,0
18.698,0.0,0.142,0
18.706,0.0,0.142,0
18.707,0.0,0.142,0
18.708,0.0,0.142,0
18.709,0.0,0.142,0
18.715,0.0,0.142,0
18.716,0.0,0.142,0
18.719,0.0,0.142,0
18.726,0.0,0.142,0
18.728,0.0,0.142,0
18.728,0.0,0.142,0
18.73,0.0,0.142,0
18.73,0.0,0.142,0
18.731,0.0,0.142,0
18.733,0.0,0.142,0
18.733,0.0,0.142,0
18.735,0.0,0.142,0
18.739,0.0,0.142,0
18.74,0.0,0.142,0
18.741,0.0,0.142,0
18.742,0.0,0.142,0
18.743,0.0,0.142,0
18.744,0.0,0.142,0
18.745,0.0,0.142,0
18.748,0.0,0.142,0
18.752,0.0,0.142,0
18.753,0.0,0.142,0
18.76,0.0,0.142,0
18.761,0.0,0.142,0
18.762,0.0,0.142,0
18.763,0.0,0.142,0
18.764,0.0,0.142,0
18.765,0.0,0.142,0
18.768,0.0,0.142,0
18.77,0.0,0.142,0
18.77,0.0,0.142,0
18.771,0.0,0.142,0
18.772,0.0,0.142,0
18.773,0.0,0.142,0
18.784,0.0,0.142,0
18.785,0.0,0.142,0
18.786,0.0,0.142,0
18.79,0.0,0.142,0
18.791,0.0,0.142,0
18.792,0.0,0.142,0
18.798,0.0,0.142,0
18.799,0.0,0.142,0
18.814,0.0,0.142,0
18.815,0.0,0.142,0
18.816,0.0,0.142,0
18.817,0.0,0.142,0
18.818,0.0,0.142,0
18.825,0.0,0.142,0
18.828,0.0,0.142,0
18.828,0.0,0.142,0
18.828,0.0,0.142,0
18.829,0.0,0.142,0
18.832,0.0,0.142,0
18.832,0.0,0.142,0
18.832,0.0,0.142,0
18.833,0.0,0.142,0
18.834,0.0,0.142,0
18.835,0.0,0.142,0
18.845,0.0,0.142,0
18.858,0.0,0.142,0
18.862,0.0,0.142,0
18.863,0.0,0.142,0
18.866,0.0,0.142,0
18.868,0.0,0.142,0
18.868,0.0,0.142,0
18.869,0.0,0.142,0
18.87,0.0,0.142,0
18.876,0.0,0.142,0
18.882,0.0,0.142,0
18.883,0.0,0.142,0
18.884,0.0,0.142,0
18.891,0.0,0.142,0
18.892,0.0,0.142,0
18.894,0.0,0.142,0
18.9,0.0,0.142,0
18.901,0.0,0.142,0
18.902,0.0,0.142,0
18.903,0.0,0.142,0
18.906,0.0,0.142,0
18.907,0.0,0.142,0
18.91,0.0,0.142,0
18.91,0.0,0.142,0
18.91,0.0,0.142,0
18.911,0.0,0.142,0
18.912,0.0,0.142,0
18.916,0.0,0.142,0
18.917,0.0,0.142,0
18.918,0.0,0.142,0
18.921,0.0,0.142,0
18.927,0.0,0.142,0
18.929,0.0,0.142,0
18.929,0.0,0.142,0
18.93,0.0,0.142,0
18.931,0.0,0.142,0
18.932,0.0,0.142,0
18.936,0.0,0.142,0
18.937,0.0,0.142,0
18.94,0.0,0.142,0
18.941,0.0,0.142,0
18.942,0.0,0.142,0
18.943,0.0,0.142,0
18.944,0.0,0.142,0
18.945,0.0,0.142,0
18.948,0.0,0.142,0
18.963,0.0,0.142,0
18.964,0.0,0.142,0
18.965,0.0,0.142,0
18.966,0.0,0.142,0
18.967,0.0,0.142,0
18.968,0.0,0.142,0
18.969,0.0,0.142,0
18.97,0.0,0.142,0
18.977,0.0,0.142,0
18.978,0.0,0.142,0
18.984,0.0,0.142,0
18.989,0.0,0.142,0
18.994,0.0,0.142,0
18.995,0.0,0.142,0
18.998,0.0,0.142,0
18.999,0.0,0.142,0
19.002,0.0,0.142,0
19.002,0.0,0.142,0
19.002,0.0,0.142,0
19.003,0.0,0.142,0
19.004,0.0,0.142,0
19.005,0.0,0.142,0
19.006,0.0,0.142,0
19.007,0.0,0.142,0
19.008,0.0,0.142,0
19.009,0.0,0.142,0
19.019,0.0,0.142,0
19.025,0.0,0.142,0
19.026,0.0,0.142,0
19.037,0.0,0.142,0
19.038,0.0,0.142,0
19.041,0.0,0.142,0
19.042,0.0,0.142,0
19.043,0.0,0.142,0
19.048,0.0,0.142,0
19.049,0.0,0.142,0
19.05,0.0,0.142,0
19.051,0.0,0.142,0
19.052,0.0,0.142,0
19.053,0.0,0.142,0
19.054,0.0,0.142,0
19.055,0.0,0.142,0
19.056,0.0,0.142,0
19.059,0.0,0.142,0
19.059,0.0,0.142,0
19.059,0.0,0.142,0
19.07,0.0,0.142,0
19.071,0.0,0.142,0
19.072,0.0,0.142,0
19.073,0.0,0.142,0
19.077,0.0,0.142,0
19.078,0.0,0.142,0
19.081,0.0,0.142,0
19.083,0.0,0.142,0
19.084,0.0,0.142,0
19.084,0.0,0.142,0
19.086,0.0,0.142,0
19.086,0.0,0.142,0
19.088,0.0,0.142,0
19.088,0.0,0.142,0
19.089,0.0,0.142,0
19.092,0.0,0.142,0
19.094,0.0,0.142,0
19.095,0.0,0.142,0
19.098,0.0,0.142,0
19.098,0.0,0.142,0
19.098,0.0,0.142,0
19.108,0.0,0.142,0
19.109,0.0,0.142,0
19.121,0.0,0.142,0
19.129,0.0,0.142,0
19.132,0.0,0.142,0
19.133,0.0,0.142,0
19.134,0.0,0.142,0
19.136,0.0,0.142,0
19.136,0.0,0.142,0
19.138,0.0,0.142,0
19.138,0.0,0.142,0
19.139,0.0,0.142,0
19.14,0.0,0.142,0
19.142,0.0,0.142,0
19.142,0.0,0.142,0
19.144,0.0,0.142,0
19.154,0.0,0.142,0
19.155,0.0,0.142,0
19.16,0.0,0.142,0
19.167,0.0,0.142,0
19.168,0.0,0.142,0
19.169,0.0,0.142,0
19.176,0.0,0.142,0
19.177,0.0,0.142,0
19.178,0.0,0.142,0
19.179,0.0,0.142,0
19.18,0.0,0.142,0
19.183,0.0,0.142,0
19.185,0.0,0.142,0
19.185,0.0,0.142,0
19.187,0.0,0.142,0
19.187,0.0,0.142,0
19.193,0.0,0.142,0
19.198,0.0,0.142,0
19.199,0.0,0.142,0
19.2,0.0,0.142,0
19.204,0.0,0.142,0
19.205,0.0,0.142,0
19.206,0.0,0.142,0
19.211,0.0,0.142,0
19.212,0.0,0.142,0
19.217,0.0,0.142,0
19.218,0.0,0.142,0
19.219,0.0,0.142,0
19.225,0.0,0.142,0
19.228,0.0,0.142,0
19.228,0.0,0.142,0
19.228,0.0,0.142,0
19.229,0.0,0.142,0
19.232,0.0,0.142,0
19.233,0.0,0.142,0
19.234,0.0,0.142,0
19.241,0.0,0.142,0
19.247,0.0,0.142,0
19.248,0.0,0.142,0
19.249,0.0,0.142,0
19.255,0.0,0.142,0
19.27,0.0,0.142,0
19.271,0.0,0.142,0
19.274,0.0,0.142,0
19.275,0.0,0.142,0
19.276,0.0,0.142,0
19.278,0.0,0.142,0
19.283,0.0,0.142,0
19.289,0.0,0.142,0
19.293,0.0,0.142,0
19.294,0.0,0.142,0
19.299,0.0,0.142,0
19.3,0.0,0.142,0
19.306,0.0,0.142,0
19.307,0.0,0.142,0
19.313,0.0,0.142,0
19.314,0.0,0.142,0
19.315,0.0,0.142,0
19.33,0.0,0.142,0
19.332,0.0,0.142,0
19.332,0.0,0.142,0
19.333,0.0,0.142,0
19.334,0.0,0.142,0
19.335,0.0,0.142,0
19.336,0.0,0.142,0
19.337,0.0,0.142,0
19.338,0.0,0.142,0
19.339,0.0,0.142,0
19.34,0.0,0.142,0
19.346,0.0,0.142,0
19.35,0.0,0.142,0
19.356,0.0,0.142,0
19.357,0.0,0.142,0
19.358,0.0,0.142,0
19.361,0.0,0.142,0
19.368,0.0,0.142,0
19.369,0.0,0.142,0
19.376,0.0,0.142,0
19.377,0.0,0.142,0
19.38,0.0,0.142,0
19.381,0.0,0.142,0
19.388,0.0,0.142,0
19.389,0.0,0.142,0
19.404,0.0,0.142,0
19.405,0.0,0.142,0
19.412,0.0,0.142,0
19.413,0.0,0.142,0
19.414,0.0,0.142,0
19.415,0.0,0.142,0
19.416,0.0,0.142,0
19.417,0.0,0.142,0
19.418,0.0,0.142,0
19.419,0.0,0.142,0
19.422,0.0,0.142,0
19.424,0.0,0.142,0
19.424,0.0,0.142,0
19.425,0.0,0.142,0
19.426,0.0,0.142,0
19.427,0.0,0.142,0
19.43,0.0,0.142,0
19.43,0.0,0.142,0
19.44,0.0,0.142,0
19.444,0.0,0.142,0
19.445,0.0,0.142,0
19.448,0.0,0.142,0
19.454,0.0,0.142,0
19.455,0.0,0.142,0
19.456,0.0,0.142,0
19.459,0.0,0.142,0
19.466,0.0,0.142,0
19.47,0.0,0.142,0
19.473,0.0,0.142,0
19.473,0.0,0.142,0
19.473,0.0,0.142,0
19.474,0.0,0.142,0
19.475,0.0,0.142,0
19.476,0.0,0.142,0
19.481,0.0,0.142,0
19.487,0.0,0.142,0
19.488,0.0,0.142,0
19.489,0.0,0.142,0
19.492,0.0,0.142,0
19.499,0.0,0.142,0
19.5,0.0,0.142,0
